id,remoteId,createdAt,caption,mediaType,mediaUrl,accountId
414,"1,80372597760649E+016",2019-03-06 22:02:03,"#объявадня
Lexus LX570, 2012 год
4 150 000 ₽
⠀
Ссылку на объявление ищите в Stories.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/51734360_124729905266200_6698913917697911969_n.jpg?_nc_cat=103&_nc_oc=AQk4SYdG9o09kisLUUW-MOjNNSRzTYkJMnRgrwVZJKEMaCb0uO_OYHkAs3yuXyL_BmA&_nc_ht=scontent.xx&oh=1ad9198bd994221caac55fabd41cd5df&oe=5DE87B1E,1
413,"1,80257699291032E+016",2019-03-07 12:55:38,"Одной из самых мощных, дорогих и эксклюзивных премьер Женевского автосалона стал гиперкар Koenigsegg Jesko. Новинка названа в честь отца основателя компании Кристиана фон Кенигсегга, 80-летнего Йеско фон Кенигсегга. Он вместе со своей супругой Бритой присутствовал на церемонии презентации купе в сердце Швейцарии.
⠀
Для создания автомобиля, названного в честь собственного отца, Кристиан фон Кенигсегг использовал самые передовые технологии и наработки.
⠀
Мотор для Jesko был создан на основе прошлых ДВС Koenigsegg, но в нём многое изменилось. 5,0-литровый V8 выдает 1280 л.с. на обычном бензине и 1600 на биотопливе Е85. Максимальная скорость — 482 км/ч.
⠀
Ещё одной интересной технической особенностью Koenigsegg Jesko стала роботизированная коробка передач Light Speed Transmission, разработанная силами самой компании. Она обладает девятью скоростями и якобы способна переключаться между всеми передачами со скоростью, близкой к скорости света.
⠀
Ценник будет стартовать с отметки 3 000 000 долларов без учета налогов. Производство начнется в 2021 году и при планируемом темпе выпуска по 40–50 экземпляров в год продлится несколько лет.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53585359_414970175972976_7121229137083761426_n.jpg?_nc_cat=103&_nc_oc=AQmOZOT7omFaxcG4kNM8OVnWPFVownhUkCTJteZqhJ7xZ1mNJf53eNDy1Lugbklj8qY&_nc_ht=scontent.xx&oh=0fc837c91c05c6df7c22e4b6fd10c34b&oe=5DE45933,1
412,"1,80069699341609E+016",2019-03-08 02:06:00,"В Харькове, Украина, не поделили дорогу... два трамвая. Да, бывает и такое.",VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/53741961_151712975837144_2647653968187608707_n.mp4?_nc_cat=109&_nc_oc=AQk_PG-Rzsug_vTUpJw7n-zXVPUZbPLp1LPksHZVeVwGGCUoeiPDwusiVK_2Z6g_ds0&_nc_ht=scontent.xx&oh=0cb8ef901e579cc9d6f590b3070e93e1&oe=5DD85A50,1
411,"1,78558944403604E+016",2019-03-08 10:45:39,"Дорогие дамы! Аминистрация сайта drom.ru поздравляет вас с Международым женским днём! Желаем много любви, счастья, весеннего тепла и удачи на дороге!
⠀
И пусть, если вас и останавливают сотрудники ДПС, то только для того, чтобы признаться в любви.
⠀
С праздником!",IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/52082766_150280882658667_5929725610037012928_n.jpg?_nc_cat=101&_nc_oc=AQkPlAGcF7-tKMQVaLYBL3-X3oPwiunWkD1OGnJQcfUg7r4pVNLiQocg5X1JMackpO8&_nc_ht=scontent.xx&oh=7bad34088bde1cce6c3768a8d58f5352&oe=5DD85A48,1
410,"1,79476289322625E+016",2019-03-08 17:03:12,"В народе существует такое понятие как ""женский автомобиль"". Кто-то думает, что у такого авто должен быть приятный внешний вид, другие - удобный салон, последние думают, что некоторые компактные модели предназначены только для девушек. А что думаете вы? Какой автомобиль у вас ассоциируется с ""женским""? Пишите в комментариях!",IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/54732252_322585065126914_7270065123713950577_n.jpg?_nc_cat=106&_nc_oc=AQl4cYITIgV02OjNUU5FQr3rtSsk0XQ6fWbEhlENviUV6VLIbWlDUm2O1SGStM9qiwk&_nc_ht=scontent.xx&oh=aa3024d7da894f6ab68b0d95475fa7b6&oe=5DD4F361,1
409,"1,80134469821302E+016",2019-03-09 15:04:15,"#объявадня
Mitsubishi Lancer Evolution, 2000 год
3 990 000 ₽
⠀
Ссылку на объявление ищите в Stories.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53058123_122196182250478_824899598886863680_n.jpg?_nc_cat=103&_nc_oc=AQn3s6OwE-e-BidJet8UQSIlKt_2paQeFoaHPKI37RFfRNS2H-bpIrnEUalU8lCEBHU&_nc_ht=scontent.xx&oh=9929a943a7cec1e2bdffbe833ab37cf2&oe=5DE7B9E3,1
408,"1,80270654250968E+016",2019-03-10 17:14:40,"В московском парке Сокольники открылась выставка ретроавтомобилей — Олдтаймер-галерея Ильи Сорокина.
⠀
В этот, 28-й раз, выставка разместилась в двух павильонах и включила в себя не только экспозицию ретроавтомобилей, но и Фестиваль технических музеев. А в последний день пройдёт автоаукцион.
⠀
Некоторые фотографии с выставки сегодня в нашей подборке.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53248510_2105976492825341_2886435884266304606_n.jpg?_nc_cat=104&_nc_oc=AQkNCW1L6sGsu6wV0KTo6ljst6LNmlqT_fGRD_msPFetnhfD3P2sx5GW2A1uaaeze5s&_nc_ht=scontent.xx&oh=f7259645c2e4f5c121d100a65478a1ad&oe=5DE82CD8,1
407,"1,79672590032325E+016",2019-03-10 21:41:08,"#объявадня
ЗАЗ Запорожец, 1987 год
1 000 000 ₽
⠀
Ссылку на объявление ищите в Stories.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/51810488_121830155622973_4993255878859055355_n.jpg?_nc_cat=105&_nc_oc=AQndyHUWusoOGnGlOVe5ONhTJEBIjI6Azu2RI6OhxsdOFu611zZalq1QLmEi0FZaz9Y&_nc_ht=scontent.xx&oh=0dd47caeddb145a77a1196871620571b&oe=5DD447F5,1
406,"1,80081427391608E+016",2019-03-10 23:48:59,"Пешеход разыграл случайного водителя: во время перехода дороги он изобразил, что перешагивает через какое-то препятствие, чем немало озадачил автомобилиста.",VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/54194535_2335615656669022_3812096364089774311_n.mp4?_nc_cat=103&_nc_oc=AQmzk7CfN2z7zSXNoZ0Y1Sp2CsrRMvrRJVWc3hsb7WdbnxwEe6bPCxINX0wweJSBclU&_nc_ht=scontent.xx&oh=bef34d510fe6de05c302250afc9f9d05&oe=5DDB288D,1
405,"1,78438120213839E+016",2019-03-12 00:00:21,В Харькове водитель трамвая нашла действенный метод борьбы с зацеперами.,VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/54702842_409519986519568_901729546921606759_n.mp4?_nc_cat=100&_nc_oc=AQm9oIVDqbCKTQYSjQ4kORtHZ-lMKvwoOddQTVBZC_cbijHelIDQ0RG_xfv1s6hIX5Q&_nc_ht=scontent.xx&oh=d826d335388c0ad0e49dcf3e1ddaa20b&oe=5DD4986F,1
404,"1,79343464952777E+016",2019-03-12 18:31:58,"#объявадня
Nissan 350Z, 2005 год
1 100 000 ₽
⠀
Ссылку на объявление ищите в Stories.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53293052_407692839965308_3994395980388644336_n.jpg?_nc_cat=101&_nc_oc=AQknaO6WB9EXR2QQKhB6cJRk92R_f4gTx1LjuzSLvifIj3fKItb7-sWSMBjoj7sMMKU&_nc_ht=scontent.xx&oh=ef8fde3ccb659ad4b804cd46c3f79677&oe=5DCD7F3F,1
403,"1,80391107820662E+016",2019-03-12 23:52:37,Героическая буксировка автомобиля.,VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/54260399_1518900488242007_4683487927477557382_n.mp4?_nc_cat=102&_nc_oc=AQn245vYgxG5xVKBiy5Z7zjYrU6Vn2DkVV-MO7JX_LuzJyzyc0kEJEsSgOZm-WRW2xo&_nc_ht=scontent.xx&oh=22b1f67bab4253c32b8b860a7e6d1f8e&oe=5DD402F3,1
402,"1,8044914027051E+016",2019-03-13 19:30:28,"#объявадня
BMW M2, 2016 год
2 900 000 ₽
⠀
Ссылку на объявление ищите в Stories.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53378070_504170493323231_7396133298550613782_n.jpg?_nc_cat=101&_nc_oc=AQkTUpap9WcFZB3GD783i3vetXdDqg3B9ii2V57Txnbke0YWB63MzSLo9ONTD5FU8SY&_nc_ht=scontent.xx&oh=7636cb4196eeb849c56db5dfbd800227&oe=5DCE51DE,1
401,"1,79348894532792E+016",2019-03-13 23:31:41,"Камера наружного наблюдения на одной из набережной в Китае запечатлела, как автомобиль удрал от хозяина, чтобы хорошенько помыться.",VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/55423755_329625107686315_5969572846459653275_n.mp4?_nc_cat=109&_nc_oc=AQlvXEE3_-3Zoe_6L6fQelDH7AmLjomBfzJa76Q4ntMUl0bXDQutkzTTR77q4tEl44E&_nc_ht=scontent.xx&oh=1d44640ddf9e4d4cc7c245bcf1c6d877&oe=5DE94BD6,1
400,"1,80168243941886E+016",2019-03-14 20:01:29,"#объявадня
BMW i8, 2016 год
4 890 000 ₽
⠀
Ссылку на объявление ищите в Stories.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53695214_124649788626504_9169930230772809422_n.jpg?_nc_cat=109&_nc_oc=AQnMr9m0xu9Yu-EvPKJD-CdIxkrCEmk9KIqATvQfSjXPvyO_eONaCE38sELaqsZfDcQ&_nc_ht=scontent.xx&oh=f51ea080ee5573ab5afb436efc976123&oe=5DC78FE2,1
399,"1,80289417390972E+016",2019-03-14 23:56:02,"Тот случай, когда ДТП произошло буквально на ровном месте.",VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/55470215_157104271959090_3784007120765722074_n.mp4?_nc_cat=103&_nc_oc=AQnsEttM-6jJ2Rx4q3hknyuLk1pYjhLOQRPHfBU3SM15lSbf11RNzqZS4sJD15cQJoU&_nc_ht=scontent.xx&oh=7229093a674e3d1a5cb8a0f22a8a371b&oe=5DD056FE,1
398,"1,79348123292762E+016",2019-03-15 20:01:43,"#объявадня
Mercedes-Benz W140 S500 Guard, 1997 год
1 100 000 ₽
⠀
Ссылку на объявление ищите в Stories.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53155300_339912879975646_8982217614324957223_n.jpg?_nc_cat=108&_nc_oc=AQkhkxf0tQEN88-L7_yASD66kz1iKIkxRvFPrquu0bDeozi0d6k9BD-zd1EeX_i0EU4&_nc_ht=scontent.xx&oh=a164c9b5da449bc6013291dc90abc8d8&oe=5DD1C460,1
397,"1,78508887453753E+016",2019-03-17 21:58:13,Функция открытия багажника с ноги в немецкой и советской машинах.,VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/54785073_127414365056195_2295164354715885476_n.mp4?_nc_cat=109&_nc_oc=AQmmoXfFvIU5aafr-R2SDZ47uCvMQLgBtyDBgsPgDiG7xG9mDv-MMUOip3Ggr3w0NI8&_nc_ht=scontent.xx&oh=b727c82e0f9861404223faf8fc4bf152&oe=5DD5619B,1
396,"1,8041660527066E+016",2019-03-18 13:28:45,"В Москве открылся ещё один автомобильный музей. Называется  он Моторы Октября и расположился на Золоторожской набережной Яузы, неподалеку от шлюза. Несколько фотографий оттуда специально для вас.
⠀
Какой автомобиль понравился больше всего? Пишите цифру в комментариях ?",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/52890211_133637544359536_8869863808655883137_n.jpg?_nc_cat=101&_nc_oc=AQlIy8imj5Uy2CnKE1YIz6fvk4gKOhu9Rz1nAMNmjdHrtkNDy2f3CtbkzedImQtL5iQ&_nc_ht=scontent.xx&oh=6048663a65cd0268973ab9b1765addb3&oe=5DCA64DE,1
395,"1,8004340461197E+016",2019-03-19 00:15:23,"Ещё один способ оперирования крышкой багажника ногой. На сей раз — более изящный, но и машина более современная — Веста.",VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/55823563_2036580496645078_4171768912943225374_n.mp4?_nc_cat=100&_nc_oc=AQkQvgHwQhAZ5L0CV-uqm5l8XvEp_KCL9a19APGaWiyNlbhqZm1f52NYY5yKdK4JzwI&_nc_ht=scontent.xx&oh=711926c700e83931c04fcf00f44d1a7c&oe=5DE35596,1
394,"1,78665503863445E+016",2019-03-19 16:05:49,"#объявадня
Chrysler New Yorker, 1956 год
2 990 000 ₽
⠀
Ссылку на объявление ищите в Stories.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53505093_332236150758535_5722011920181765670_n.jpg?_nc_cat=106&_nc_oc=AQmbYkIUr5HZ6Pk2HYOt6svGVT0jki9ajSAm54OSeeEtRAiHYVfO_aWgShRZk4yhqk8&_nc_ht=scontent.xx&oh=66adef4b8f1b0281fcae2644854acda5&oe=5DD77C5D,1
393,"1,78637149363518E+016",2019-03-20 23:01:37,"«После ДТП уехал своим ходом», — довольно распространенная формулировка при описании состояния автомобиля, пострадавшего в аварии. Однако «уехал своим ходом» вовсе не означает его хорошей сохранности.",VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/55943734_382740462281666_5430766657204491040_n.mp4?_nc_cat=110&_nc_oc=AQmBCtL4TFeiMVEdZsYytZqxSDE2PXKXEUEaAdQmSuF6ArPG2vRlO3aPaQnjlIfho3E&_nc_ht=scontent.xx&oh=bd4e024d749fd3a85a2e863e85682ecb&oe=5DCE5300,1
392,"1,80511204900153E+016",2019-03-24 23:04:57,Механик в автомастерской решил разыграть своего коллегу; это первый после многочасового ремонта запуск двигателя.,VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/56209758_329561007904516_7400383876326196265_n.mp4?_nc_cat=107&_nc_oc=AQlwYEqpOoPYhIuffYYB0ue5-XEEE3bRNEKDjIqa7-0VS4VjuHM3dbGpPRbfKOKay5c&_nc_ht=scontent.xx&oh=ed43b092ef7d3464c722d2001cb580ae&oe=5DDD8A32,1
391,"1,79826393942106E+016",2019-03-25 15:01:31,"#объявадня
Toyota Mark II, 1995 год
1 550 550 ₽
⠀
Ссылку на объявление ищите в Stories.",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53430107_381884705728214_2711675513635470461_n.jpg?_nc_cat=110&_nc_oc=AQnoNyfpSxRqnmdqZEiMcSAfyQWnUdoQOygH2lRimuTuqKu9n4zXfqmcHcO79IU2k4s&_nc_ht=scontent.xx&oh=202915402281515058fc0fddd8d66e9a&oe=5DE01C3A,1
390,"1,80335107481286E+016",2019-03-25 23:29:23,"Лыжи, мотор и пропеллер — необычный способ передвижения в зимних условиях Салехарда.",VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/55938851_1065687090299384_3262374018555440504_n.mp4?_nc_cat=109&_nc_oc=AQl294bzEoM4aM4bbyDPxsLwzxn0dmwIvZL4n9wOYa9kmIzah5WLCu0ue3zRCzwc7zY&_nc_ht=scontent.xx&oh=bec0d839392a3fda574f8428e212e2ef&oe=5DD53B65,1
389,"1,78803975463193E+016",2019-03-26 14:01:27,"В СМИ попал план очередных возможных доработок Lada 4x4 («Нива»).
⠀
Список выглядит так:
• Автоматическое включение «дворников» (с небольшой задержкой) при включении омывателя.
• Выключение света (ближнего, габаритов) при выключении зажигания (переключатель в режиме ближний).
• Более эргономичный рычаг КПП.
• «Тихая» печка.
• Адаптация обивок передних дверей для установки акустических динамиков.
• Питание плафона освещения багажника постоянно (независимо от габаритов/ближнего).
• Замена форсунок стеклоомывателя + контроль траектории струи.
• Внедрить фильтр поступающего в салон воздуха.
• Отключение питания розетки 12V при отключении зажигания.
• Подлокотник сиденья водителя.
• Сертификация шин более распространенного типоразмера (возможность установки с завода).
• Внедрить поводки для полки багажника.
• Замена уплотнителя дверей на трехкамерный (2108).
• Уменьшить (исключить) загрязняемость ручки двери багажника.
• Исключить произвольное вращение рукояток рычагов КПП, РК, блокировки.
• Программируемая пауза работы стеклоочистителей.
• Цвет полки багажника приблизить к основному цвету отделки салона (черный).
⠀
Все эти улучшения не требуют больших вложений или серьёзной переделки конструкции внедорожника, но существенно могли бы улучшить комфорт. Какие именно из этих пунктов и когда будут внедрены — не уточняется. Возможно, после консультаций с дилерами внедрят лишь некоторые из них.
⠀
А какие бы изменения вы хотели увидеть в современой «Ниве»? Пишите в комментариях!",IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/54266441_339491210030971_8050615878825283584_n.jpg?_nc_cat=107&_nc_oc=AQnWtyq8Fi39-uD4ONNcbE98h2JwGCZEJOjyPzoUqfid6e51rUGCf9pkXoxGg-juu-I&_nc_ht=scontent.xx&oh=ca292e169367cafb6f6fc4456a740471&oe=5DE2E9D5,1
388,"1,79714919462364E+016",2019-03-26 20:45:12,"Ferrari нечасто выпускает уникальные модели, которые существуют в единственном экземпляре. Новая Ferrari P80/C относится именно к таким.
⠀
Автомобиль создан по заказу клиента итальянской компании. Техническое задание было простым: сделать современный гоночный прототип, вдохновленный легендарными моделями Ferrari 330 P3/P4 и 1966 Dino 206 S из 60-х. Но эта задача оказалась нелёгкой даже для опытной команды Ferrari.
⠀
Разработка модели заняла у профессионалов четыре года: работы они начали еще в 2015 году. За основу было взято шасси Ferrari 488 GT3. Эту модель выбрали не только за её динамические возможности, но и за увеличенную на 50 мм колёсную базу (в сравнении с 488 GTB), что позволило дизайнерам визуально сдвинуть кабину вперёд, чтобы создать более агрессивный, гоночный характер автомобиля.
⠀
Несмотря на то, что Ferrari P80/C в целом выдержана в духе современного модельного ряда Ferrari, с точки зрения настроек она существенно отличается от дорожных машин. Новинка создавалась исключительно для трека, так что каждый изгиб кузова здесь обоснован в первую очередь с точки зрения общей производительности, а не внешнего вида.
⠀
Компания достаточно подробно описывает работу над аэродинамикой кузова Ferrari P80/C, но ни слова не сказала о технической начинке.
⠀
Итальянцы не называют цену новой гоночной машины. Да и какая разница, сколько она стоит, если её изготавливали по заказу одного клиента?
⠀
Хотели бы прокатиться на такой?",CAROUSEL_ALBUM,https://scontent.xx.fbcdn.net/v/t51.2885-15/53745146_806534616373674_1576066134857165027_n.jpg?_nc_cat=111&_nc_oc=AQlhoWimXDm0x1PRXCmVDg13Kz7el3QVU4zwu5YrYxFnlxzF08N9RecYxQgZzWm8oOg&_nc_ht=scontent.xx&oh=2c2e59d97ab09efd0ac9454c80dbd1f5&oe=5DDCAF5E,1
387,"1,79731351902356E+016",2019-03-27 00:20:14,Север России: белый медведь перебегает дорогу-зимник словно заурядная кошка.,VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/56285118_128343281584388_345935228878894475_n.mp4?_nc_cat=105&_nc_oc=AQm2w3NFmME91rJiIHyeky3aGb_qjy6ntWvjAvo1gJMIJ4VV6X9OfsyYEEgF9kv4N3U&_nc_ht=scontent.xx&oh=cee5256b56b23ab3ab2013eee2b92462&oe=5DD5577A,1
386,"1,78680492583468E+016",2019-03-27 23:34:44,Что такое мастерство — демонстрирует оператор экскаватора.,VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/55979520_2224506204432727_3092307598807241654_n.mp4?_nc_cat=102&_nc_oc=AQm8n5RiIfRHPrFGOb7XlqXzKnl3DXpp2ysFjEK5rZZxumDy-WvoS4xgWKmj50vNY0M&_nc_ht=scontent.xx&oh=cc91afe61a3af62b4f8bd1d1e1a84955&oe=5DCDE5FD,1
385,"1,80139511111626E+016",2019-03-28 23:10:15,"Авария на кольцевых гонках привела к тому, что болид лишился всех наружных кузовных панелей.",VIDEO,https://scontent.xx.fbcdn.net/v/t50.2886-16/56392984_564091847435779_7095508036685642995_n.mp4?_nc_cat=109&_nc_oc=AQlpVcesi358GvjGMZufr-NBCDfP00Xkl_6-RKjOidDOVzesadHozvIRA7V8_rfK5qc&_nc_ht=scontent.xx&oh=6d349ea2763c9b4cf40b59e1438d1658&oe=5DD57EC8,1
