id,remoteId,publishedAt,text,groupId,containsArticle
1013,127091,2019-03-04 10:40:36,"Для всех тех, кто пропустил, мы собрали самые популярные публикации за прошедшую неделю: 
 
— Гос номера у частников будут стоить 2000 рублей — drom.ru/s/eY0
 
— Загоревшаяся после ДТП Tesla Model S погубила водителя, заперев все двери — drom.ru/s/bEt 
 
— Не бита, не крашена! Исследуем причины культа небитых машин — drom.ru/s/Yit 
 
— Объява недели: Pontiac GTO, 1966 год, 1 950 000 ₽ — drom.ru/s/uDh",1,0
1012,127098,2019-03-04 13:32:40,"Toyota Crown 2014 года: сколько пришлось копить на новый автомобиль, странный спортивный режим и почему внутренняя посадка неудобная. 
 
Читайте новый отзыв от автовладельца: https://drom.ru/s/f6C",1,0
1011,127108,2019-03-04 16:01:50,"#объявадня 
Pontiac Firebird, 1997 год 
1 000 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/KSh",1,0
1010,127121,2019-03-04 17:05:33,"Передний привод и бездорожье — бред. А если с электронными помощниками?

Новый тест-драйв уже на сайте: https://drom.ru/s/oH3",1,0
1009,127140,2019-03-04 19:27:06,"Chery опубликовала цены на кроссовер Tiggo 7 в России, правда, дорестайлинговый

Смотрите по ссылке: https://drom.ru/s/PrO",1,0
1008,127145,2019-03-04 20:51:58,"МВД хочет создать открытый реестр автомобилей 
 
Подробнее: https://drom.ru/s/OOY",1,0
1007,127152,2019-03-04 23:03:21,"Ford и GM одновременно сняли с производства две массовые модели

Подробнее: https://drom.ru/s/Buh",1,0
1006,127157,2019-03-04 23:59:00,ЖЕНЯ,1,0
1005,127195,2019-03-05 12:31:52,"Компания Джуджаро разработала суперкар для плохих дорог 
 
Подробнее о новинке: https://drom.ru/s/Cwh",1,0
1004,127204,2019-03-05 13:38:08,"Автомобили Volvo не смогут разгоняться свыше 180 км/ч

Подробнее: https://drom.ru/s/MK0",1,0
1003,127221,2019-03-05 14:30:02,"#объявадня 
Toyota Mark II, 1997 год 
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/H9x",1,0
1002,127248,2019-03-05 15:30:03,"Skoda Kodiaq 2018 года: почему автор всё же выбрал семиместный кроссовер, а не недорогой B-класс, подробности о комплектации Active и 15 минусов Кодиака. 
 
Читайте новый отзыв от автовладельца: https://drom.ru/s/E0Q",1,0
1001,127259,2019-03-05 16:35:03,"Карлоса Гона выпустят на свободу. Пока временно

Подробнее: https://drom.ru/s/e4D",1,0
1000,127283,2019-03-05 17:30:03,"Тестируем ОСАГО. Все те же «допы» и проблемы с электронным полисом. Но стало лучше 
 
Читайте на сайте: https://drom.ru/s/ubh",1,0
999,127300,2019-03-05 19:29:32,"В борьбе за титул автомобиля года в Европе Jaguar I-Pace едва не уступил Alpine A110

Подробнее: https://drom.ru/s/hKN",1,0
998,127443,2019-03-06 12:22:21,"Lamborghini привезла в Женеву самый мощный в истории Aventador SVJ Roadster

Подробнее: https://drom.ru/s/Dx0",1,0
997,127446,2019-03-06 13:36:50,"Bugatti привезла в Женеву уникальный гиперкар с космическим ценником 
 
Подробнее: https://drom.ru/s/mJz",1,0
996,127459,2019-03-06 15:28:45,"Европейцам показали главное достижение русского автопрома

Подробнее: https://drom.ru/s/j2g",1,0
995,127470,2019-03-06 16:32:28,"Начинка гибридов и электромобилей: разбираем все детали

Читайте новую статью на сайте: https://drom.ru/s/Eaa",1,0
994,127526,2019-03-06 18:45:13,"Reuters: два завода по производству Фордов закроются в России

Подробнее: https://drom.ru/s/5L3",1,0
993,127547,2019-03-06 21:17:48,"CX-30 — новый глобальный кроссовер от Mazda

Все подробности о новинке: https://drom.ru/s/YQh",1,0
992,127559,2019-03-06 22:00:15,"#объявадня 
Lexus LX570, 2012 год 
4 150 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/fU8",1,0
991,127576,2019-03-06 23:05:26,"Владивостокская таможня перестанет оформлять автомобили иногородних покупателей в конце марта

Подробнее: https://drom.ru/s/DoT",1,0
990,127592,2019-03-06 23:59:00,"В США прошли соревнования по триалу на монстр-траках. Нам эта культура, конечно, чужда, но посмотрите, что вытворял победитель этих соревнований в зачёте «Фристайл» по имени Дизель Дейв.",1,0
989,127655,2019-03-07 12:55:25,"Гиперкар Koenigsegg Jesko стал прижизненным памятником отцу основателя компании 
 
Подробнее: https://drom.ru/s/x9N",1,0
988,127660,2019-03-07 14:26:22,"Hyundai Sonata со сменой поколений кардинально сменила стиль

Подробнее: https://drom.ru/s/lI8",1,0
987,127673,2019-03-07 15:30:02,"Авторынок в феврале: внезапный спад

Читайте на сайте: https://drom.ru/s/bTW",1,0
986,127682,2019-03-07 16:30:02,"В Россию придёт всего 22 экземпляра Toyota Supra

Подробнее: https://drom.ru/s/ESC",1,0
985,127690,2019-03-07 17:30:02,"Народное ретро. Nissan Laurel C33 1989 года. «Корчевать» или реставрировать…

Читать: https://drom.ru/s/4Qu",1,0
984,127701,2019-03-07 19:23:06,"Nissan Terrano 2018 года: три месяца активной эксплуатации, стоит ли ездить на Террано в гололёд и при какой температуре автомобиль отказывается заводиться.

Читайте новый отзыв от автовладельца: https://drom.ru/s/ZEh",1,0
983,127723,2019-03-07 23:57:09,"В гостях у «дяди Васи». Женщины и гаражный сервис — совместимы?

Читайте на сайте: https://drom.ru/s/zMX",1,0
982,127729,2019-03-08 01:58:46,"В Харькове, Украина, не поделили дорогу... два трамвая. Да, бывает и такое.",1,0
981,127748,2019-03-08 10:44:28,"Дорогие дамы! Аминистрация сайта drom.ru поздравляет вас с Международым женским днём! Желаем много любви, счастья, весеннего тепла и удачи на дороге!

И пусть, если вас и останавливают сотрудники ДПС, то только для того, чтобы признаться в любви.

С праздником!",1,0
980,127751,2019-03-08 12:00:03,Учитесь! Парень осуществил мечту своей девушки и подарил ей на 8 марта машину.,1,0
979,127770,2019-03-08 13:44:30,"Санкции угрожают проекту «ГАЗели-Next» с турбодизелем Volkswagen
 
Подробнее: https://drom.ru/s/vkd",1,0
978,127797,2019-03-08 17:00:28,"В народе существует такое понятие как ""женский автомобиль"". Кто-то думает, что у такого авто должен быть приятный внешний вид, другие - удобный салон, последние думают, что некоторые компактные модели предназначены только для девушек. А что думаете вы? Какой автомобиль у вас ассоциируется с ""женским""? Пишите в комментариях!",1,0
977,127877,2019-03-09 14:54:53,"#объявадня 
Mitsubishi Lancer Evolution, 2000 год 
3 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Qfg",1,0
976,127901,2019-03-09 20:09:46,Капремонт двигателя Жигулей превратили в душевное короткометражное кино. Смотреть обязательно со звуком.,1,0
975,127909,2019-03-09 21:00:11,"Новейший Тойота Краун. Одна модель и три силовых агрегата на тест-драйве

Читайте на сайте: https://drom.ru/s/oLd",1,0
974,127935,2019-03-09 23:51:45,"Автопутешествие по Западной Украине на российских номерах

Читайте об этом автопутешествии по ссылке: https://drom.ru/s/lUk",1,0
973,127968,2019-03-10 17:14:18,"Фоторепортаж: 28-я Олдтаймер-галерея в Москве

Смотрите все фото: https://drom.ru/s/i6c",1,0
972,127977,2019-03-10 19:40:14,"#объявадня 
ЗАЗ Запорожец, 1987 год 
1 000 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/lTl",1,0
971,128013,2019-03-10 23:46:42,"Пешеход разыграл случайного водителя: во время перехода дороги он изобразил, что перешагивает через какое-то препятствие, чем немало озадачил автомобилиста.",1,0
970,128047,2019-03-11 14:25:22,"Audi показала в Женеве закамуфлированный электрокар E-tron Sportback

Подробнее о новинке: https://drom.ru/s/Yts",1,0
969,128054,2019-03-11 15:30:02,"Воспоминания о перегонах начала 2000-х

Читайте по ссылке: https://drom.ru/s/vZJ",1,0
968,128064,2019-03-11 16:30:14,"Сколько спортивных Вест продали за первый месяц?

Смотрите ответ: https://drom.ru/s/dQV",1,0
967,128086,2019-03-11 17:54:32,"Топ-10 иномарок по скорости гниения

Смотрите список: https://drom.ru/s/B4H",1,0
966,128094,2019-03-11 20:20:57,"На загородной трассе под Владивостоком перевернулся ЗРПК «Панцирь-С»

Фото и подробности: https://drom.ru/s/nIH",1,0
965,128134,2019-03-11 22:51:08,"Кабриолет Volkswagen Beetle с автографом Путина передали на благотворительность

Подробнее: https://drom.ru/s/B34",1,0
964,128144,2019-03-11 23:30:02,"Tesla опубликовала изображение кроссовера Model Y

Подробнее: https://drom.ru/s/47m",1,0
963,128152,2019-03-11 23:59:00,В Харькове водитель трамвая нашла действенный метод борьбы с зацеперами.,1,0
962,128200,2019-03-12 12:13:48,"Tesla повышает стоимость своих автомобилей

Подробнее: https://drom.ru/s/zja",1,0
961,128211,2019-03-12 13:41:38,"Обновлённая Hyundai Elantra: начались продажи в России

Подробнее: https://drom.ru/s/c5C",1,0
960,128239,2019-03-12 15:59:05,"Renault Duster для Индии обновят серьёзнее, чем для России 
 
Подробнее: https://drom.ru/s/RuJ",1,0
959,128251,2019-03-12 17:27:37,"Новая Гранта Спорт: сроки и планы

Читайте на сайте: https://drom.ru/s/j39",1,0
958,128265,2019-03-12 18:30:03,"#объявадня 
Nissan 350Z, 2005 год 
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/56l",1,0
957,128282,2019-03-12 20:54:15,"Как заработать на автомобиле: пять способов

Читайте по ссылке: https://drom.ru/s/jGD",1,0
956,128297,2019-03-12 22:50:29,"Acura обзаведется спортивным седаном и купеобразным кроссовером

Подробнее: https://drom.ru/s/mUG",1,0
955,128302,2019-03-12 23:50:32,Героическая буксировка автомобиля.,1,0
954,128364,2019-03-13 12:59:18,"Чем Сердюков планировал заменить УАЗы в армии?

Смотрите фото редкого прототипа: https://drom.ru/s/c6y",1,0
953,128377,2019-03-13 14:01:19,"Депутаты предлагают отменить транспортный налог. Опять

Подробнее: https://drom.ru/s/ThE",1,0
952,128402,2019-03-13 15:40:27,"Ретротест VW Passat B2. Он всё ещё едет 120 км/ч!

Читайте на сайте: https://drom.ru/s/DTQ",1,0
951,128417,2019-03-13 16:41:48,"Mitsubishi Outlander 2018 года: почему этот автомобиль лучше Suzuki SХ-4, советы по общению с автодилерами и как наживаются страховые компании при ремонте по ОСАГо.

Читайте новый отзыв от автовладельца: https://drom.ru/s/dbg",1,0
950,128423,2019-03-13 17:24:12,"Сверхдлинные фургоны и микроавтобусы «ГАЗель Next» появилась в продаже

Цены, фото и подробности: https://drom.ru/s/bTu",1,0
949,128437,2019-03-13 18:30:03,"Русские мотоциклы УРАЛ в Японии: кто их покупает и сколько они стоят?

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/N9U",1,0
948,128448,2019-03-13 19:30:02,"#объявадня 
BMW M2, 2016 год 
2 900 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/UUq",1,0
947,128465,2019-03-13 23:29:44,"Камера наружного наблюдения на одной из набережной в Китае запечатлела, как автомобиль удрал от хозяина, чтобы хорошенько помыться.",1,0
946,128492,2019-03-14 13:12:49,"Это фиаско: Infiniti покидает рынки стран Западной Европы

Подробнее: https://drom.ru/s/mzE",1,0
945,128499,2019-03-14 14:34:33,"Toyota привезла в Россию внедорожники Land Cruiser 200 и Land Cruiser Prado в тюнинге TRD

Подробнее: https://drom.ru/s/mVi",1,0
944,128517,2019-03-14 15:23:13,"Всем старым машинам без ведома владельца присвоят экологический класс

Подробнее: https://drom.ru/s/EuQ",1,0
943,128529,2019-03-14 16:00:11,"У нового Chevrolet Corvette C8 под нагрузкой ведёт кузов

Подробнее: https://drom.ru/s/up7",1,0
942,128540,2019-03-14 16:52:14,"В Калуге наладят производство турбомоторов Volkswagen

Подробнее: https://drom.ru/s/6oH",1,0
941,128578,2019-03-14 18:00:11,"В поисках идеального кроссовера: Forester, X-Trail, Tucson 
 
Читайте на сайте: https://drom.ru/s/NgJ",1,0
940,128601,2019-03-14 19:00:12,"Mazda готовит сюрприз фанатам роторных двигателей

Подробнее: https://drom.ru/s/BCY",1,0
939,128617,2019-03-14 20:00:12,"#объявадня 
BMW i8, 2016 год 
4 890 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/qs7",1,0
938,128633,2019-03-14 22:52:47,"За отсутствие ОСАГО штраф будет приходить с каждой камеры, зафиксировавшей автомобиль

Подробнее: https://drom.ru/s/iLZ",1,0
937,128643,2019-03-14 23:45:00,"Тот случай, когда ДТП произошло буквально на ровном месте.",1,0
936,128700,2019-03-15 13:46:35,"Opel рассказал, какие модели будет предлагать в России после возвращения

Подробнее: https://drom.ru/s/LQW",1,0
935,128702,2019-03-15 14:45:34,"ГАЗ знакомит дилеров с новым «Садко» Next. Скоро серия

Подробнее: https://drom.ru/s/tik",1,0
934,128725,2019-03-15 15:58:20,"Новая Tesla Model Y: линейка Теслы стала SEXY

Все подробности о новинке: https://drom.ru/s/Dj6",1,0
933,128783,2019-03-15 17:00:14,"Архангельск, Россия. Водитель машины, из которой сделана съемка, не скупится на выражения, но, в общем, его понять можно.",1,0
932,128829,2019-03-15 18:00:09,"Блог Лада Веста Кросс. Не дождавшись ремонта после ДТП, попали в новое ? 
 
Читайте новый пост на сайте: https://drom.ru/s/XB2",1,0
931,128881,2019-03-15 19:00:13,"Skoda Kodiaq 2018 года: минусы конкурентов, выбор комплектации и почему система экстренного торможения может сыграть злую шутку.
 
Читайте новый отзыв от автовладельца: https://drom.ru/s/khk",1,0
930,128909,2019-03-15 20:00:12,"#объявадня 
Mercedes-Benz W140 S500 Guard, 1997 год 
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/HUT",1,0
929,129040,2019-03-16 15:43:58,"СМИ: под брендом Aurus выпустят ещё и вертолет

Подробнее: https://drom.ru/s/6Uz",1,0
928,129046,2019-03-16 16:30:02,"Турбированная версия Geely Atlas стоит меньше 1,5 млн рублей

Подробнее: https://drom.ru/s/HYA",1,0
927,129053,2019-03-16 17:30:27,"Топ-30 бестселлеров на крупнейших автомобильных рынках планеты

Смотрите список: https://drom.ru/s/15b",1,0
926,129061,2019-03-16 19:37:28,"Подсчитано количество «праворулек» в России

Смотрите ответ по ссылке: https://drom.ru/s/u9t",1,0
925,129156,2019-03-17 18:37:08,"Немцы о Ладе 4х4 Урбан: «двойка с минусом», но...

Читайте на сайте: https://drom.ru/s/FXx",1,0
924,129165,2019-03-17 19:59:07,Смотрите новый выпуск скетчей от ГвоздиШоу!,1,0
923,129169,2019-03-17 20:34:00,Ну как мой конь 1975г,1,0
922,129245,2019-03-17 21:57:01,Функция открытия багажника с ноги в немецкой и советской машинах.,1,0
921,129377,2019-03-18 13:28:19,"В Москве открылся ещё один автомобильный музей 
 
Все фото смотрите по ссылке: https://drom.ru/s/GUK",1,0
920,129382,2019-03-18 14:30:02,"Лада Веста Кросс 2018 года: история покупки автомобиля для отца, низкопрофильная резина не для межсезонья и почему выбор машины похож на выбор жены.

Читайте новый отзыв от автовладельца: https://drom.ru/s/LD7",1,0
919,129391,2019-03-18 16:00:25,"Зачем покупать английский кроссовер, а не японский внедорожник? Тестируем новый Evoque

Читайте по ссылке: https://drom.ru/s/a6o",1,0
918,129405,2019-03-18 18:17:20,"Росгвардия испытывает Весты с тепловизорами

Подробнее: https://drom.ru/s/OKV",1,0
917,129448,2019-03-18 19:29:53,"В России подсчитали количество электромобилей

Ответ смотрите по ссылке: https://drom.ru/s/T5v",1,0
916,129466,2019-03-18 21:27:05,"Эксклюзив: план производства Lada Vesta на весь текущий год

Читайте на сайте: https://drom.ru/s/k0i",1,0
915,129474,2019-03-19 00:12:24,"Ещё один способ оперирования крышкой багажника ногой. На сей раз — более изящный, но и машина более современная — Веста.",1,0
914,129571,2019-03-19 12:18:31,"ГЛОНАСС всё-таки следит: в России создадут систему «Автодата»

Подробнее: https://drom.ru/s/ojs",1,0
913,129576,2019-03-19 13:16:22,"Nissan Leaf стал первым электромобилем, преодолевшим рубеж в 400 000 экземпляров

Подробнее: https://drom.ru/s/tlz",1,0
912,129618,2019-03-19 15:07:17,"Nissan раскрыл цены обновлённого кроссовера Qashqai для России

Подробности по ссылке: https://drom.ru/s/jWQ",1,0
911,129641,2019-03-19 16:04:13,"#объявадня 
Chrysler New Yorker, 1956 год 
2 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/S2p",1,0
910,129668,2019-03-19 17:11:40,"На платных трассах в России стали часто сбивать шлагбаумы. «Автодор» грозит лишением прав

Подробнее: https://drom.ru/s/IH0",1,0
909,129739,2019-03-19 21:51:42,"В нашу предложку пришло вот такое сообщение: ""С мира по нитке. Собираю на стартап. Идея умный гараж для дешёвой аренды на короткое время. Иногда нужно обслужить автомобиль самому, но теплого гаража нет. Идея сделать решение для умного гаража. Сделал заказ, приехал, обслужил, уехал. Так же есть идея с хранением резины и велосипедов"".

Ссылку на сомнительный сбор средств мы публиковать не будем, конечно же, но ваше мнение о такой затее услышать хотели бы. Что думаете?",1,0
908,129757,2019-03-19 22:43:54,"12 типично женских ошибок за рулем

Читать: https://drom.ru/s/4MV",1,0
907,129842,2019-03-20 14:51:21,"Объявлены цены обновлённого седана Subaru Legacy

Подробнее: https://drom.ru/s/PGg",1,0
906,129850,2019-03-20 16:01:40,"Из «ГАЗели» Next сделали вездеход за 3,2 млн рублей

Подробнее об этом авто: https://drom.ru/s/GTh",1,0
905,129859,2019-03-20 17:11:01,"Honda Accord седьмого (CL/CM) и восьмого (CU/CW) поколений, 2002–2013 гг. Звучать по-своему!

Читайте на сайте: https://drom.ru/s/Jdv",1,0
904,129878,2019-03-20 18:35:11,"МВД предложило оснастить автобусы трёхточечными ремнями безопасности

Подробнее: https://drom.ru/s/UKN",1,0
903,129900,2019-03-20 20:20:53,"В России хотят запретить продажу топлива класса ниже «Евро-5»

Подробнее: https://drom.ru/s/UsR",1,0
902,129933,2019-03-20 22:04:30,"Трамвай в Токио — как это работает

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/Hbr",1,0
901,129952,2019-03-20 23:00:12,"«После ДТП уехал своим ходом», — довольно распространённая формулировка при описании состояния автомобиля, пострадавшего в аварии. Однако «уехал своим ходом» вовсе не означает его хорошей сохранности.",1,0
900,130036,2019-03-21 20:08:23,"Skoda Karoq будут выпускать в России. Где и когда?

 Есть ответ: https://drom.ru/s/Vyd",1,0
899,130041,2019-03-21 21:24:08,"Босс Cadillac обещает защищать новый мотор V8 от других брендов GM ценой собственной жизни

Подробнее: https://drom.ru/s/CuP",1,0
898,130045,2019-03-21 22:27:05,"Правительство хочет отказаться от контроля цен на бензин. Когда ждать подорожания?

Отвечаем: https://drom.ru/s/L4P",1,0
897,130062,2019-03-21 23:27:00,"Минэкономики предложило ослабить требования по локализации в автопроме

Подробнее: https://drom.ru/s/hKf",1,0
896,130141,2019-03-22 20:29:42,"Самые крутые авторынки России: репортаж из Грозного

Читайте на сайте: https://drom.ru/s/URk",1,0
895,130142,2019-03-22 21:37:31,"Австрийцы назвали Lada Vesta SW победителем конкурса экономичности

Подробнее: https://drom.ru/s/rq6",1,0
894,130160,2019-03-22 22:18:41,"Китайцы разработали водородный автомобиль с запасом хода 1000 км

Подробнее: https://drom.ru/s/3jW",1,0
893,130240,2019-03-23 16:25:31,"В России появился Haval H9 в новой комплектации. Он дороже, чем Toyota Prado

Подробнее: https://drom.ru/s/PV8",1,0
892,130252,2019-03-23 17:00:14,"Купеобразный кроссовер Porsche Cayenne Coupe стал ответом на BMW X6

Подробнее: https://drom.ru/s/1T5",1,0
891,130336,2019-03-24 15:33:17,"Самодельные автомобили в СССР: как и почему их появилось так много?

Читайте на сайте: https://drom.ru/s/z6w",1,0
890,130339,2019-03-24 17:00:58,"В Японии нашли старый украинский ЛуАЗ

Подробнее: https://drom.ru/s/ZKy",1,0
889,130350,2019-03-24 18:43:15,"Land Rover наконец-то засудил китайских «копипастеров» 
 
Подробнее: https://drom.ru/s/gC5",1,0
888,130362,2019-03-24 21:20:58,"Обновлённый гибрид BMW X1 удивит приличным запасом хода на электротяге

Подробнее: https://drom.ru/s/OMM",1,0
887,130370,2019-03-24 23:04:24,Механик в автомастерской решил разыграть своего коллегу; это первый после многочасового ремонта запуск двигателя.,1,0
886,130408,2019-03-25 13:48:39,"Грузия. Сочиняя мечты

Читайте новые заметки о путешествии: https://drom.ru/s/6ts",1,0
885,130419,2019-03-25 15:00:10,"#объявадня 
Toyota Mark II, 1995 год 
1 550 550 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/bAm",1,0
884,130459,2019-03-25 16:09:35,"Обновлённый Nissan Qashqai. За что два миллиона?

Новый тест-драйв по ссылке: https://drom.ru/s/6qZ",1,0
883,130472,2019-03-25 17:11:24,"За скрутку пробега предложили сажать в тюрьму

Подробнее: https://drom.ru/s/xUx",1,0
882,130554,2019-03-25 21:21:35,"Volkswagen представил первые автомобили своего нового бренда Jetta

Подробнее: https://drom.ru/s/DhW",1,0
881,130584,2019-03-25 22:35:53,"Транспортный налог предложили привязать к массе автомобиля

Подробнее: https://drom.ru/s/SbH",1,0
880,130607,2019-03-25 23:26:37,"Лыжи, мотор и пропеллер — необычный способ передвижения в зимних условиях Салехарда.",1,0
879,130718,2019-03-26 14:01:04,"План доработок Lada 4x4 («Нива») попал в СМИ 
 
Список изменений ищите на сайте: https://drom.ru/s/1zx",1,0
878,130726,2019-03-26 15:02:18,"Немец полвека ждёт от BMW извинений за дефектную окраску его машины

Подробнее: https://drom.ru/s/Xlr",1,0
877,130749,2019-03-26 16:38:18,"Mazda представила обновлённый кроссовер CX-9 в России: дешевле предшественника

Подробнее: https://drom.ru/s/uOP",1,0
876,130765,2019-03-26 18:30:34,"Изысканный и элегантный: GM опубликовал фото нового Buick LaCrosse

Все фото: https://drom.ru/s/ZM7",1,0
875,130773,2019-03-26 19:47:04,"Тестируем Mazda CX-9. Фейслифтинг без фейслифтинга

Читайте на сайте: https://drom.ru/s/Kmk",1,0
874,130782,2019-03-26 20:44:56,"Новая гоночная модель Ferrari P80/C создана в единственном экземпляре 
 
Подробнее об этом автомобиле: https://drom.ru/s/lpd",1,0
873,130796,2019-03-26 22:14:10,"Toyota начала серийное производство новой Супры

Подробнее: https://drom.ru/s/JQq",1,0
872,130827,2019-03-27 00:19:35,Север России: белый медведь перебегает дорогу-зимник словно заурядная кошка.,1,0
871,130871,2019-03-27 12:30:58,"СМИ: легковые Ford прекратят выпускать в России летом

Подробнее: https://drom.ru/s/Mo1",1,0
870,130904,2019-03-27 14:08:00,"СПИК «АвтоВАЗа» предусматривает выпуск 26 новых моделей

Подробнее: https://drom.ru/s/bnn",1,0
869,130923,2019-03-27 15:00:11,"Toyota, Lamborghini и Michelin не хотят видеть русский Aurus в Европе

Подробнее о ситуации: https://drom.ru/s/1eR",1,0
868,130953,2019-03-27 16:31:57,"Kia Stinger 2018 года: выбор и особенности комплектации “Prestige“, оценка эксплуатации по десятибалльный шкале и почему Стингер является однозначным прорывом для Кореи.

Читайте новый отзыв от автовладельца: https://drom.ru/s/Gma",1,0
867,130966,2019-03-27 17:25:52,"Audi готовит серьёзного конкурента топ-версии Tesla Model 3

Подробнее: https://drom.ru/s/HWD",1,0
866,130990,2019-03-27 21:18:53,"«Зверь» Путина, или Кремль на колёсах. Что пишут про Aurus на Западе?

Читайте на сайте: https://drom.ru/s/Ndt",1,0
865,131002,2019-03-27 23:34:16,Что такое мастерство — демонстрирует оператор экскаватора.,1,0
864,131041,2019-03-28 12:49:06,"Mitsubishi представила брутальную версию L200 (в духе Ford Raptor)

Подробнее: https://drom.ru/s/2CP",1,0
863,131048,2019-03-28 13:37:34,"Chevrolet Niva: в преддверии фейслифтинга?

Подробнее по ссылке: https://drom.ru/s/ESk",1,0
862,131070,2019-03-28 14:30:02,"СМИ: НАМИ построил парадные кабриолеты марки Aurus

Подробнее: https://drom.ru/s/eXK",1,0
861,131095,2019-03-28 15:33:59,"Jeep Grand Cherokee 2017 года: диковинный для российского жителя автомобиль, плюсы и минусы интерьера и почему это авто нельзя сравнивать с Тойотой Ленд Крузер.

Читайте новый отзыв от автовладельца: https://drom.ru/s/gYx",1,0
860,131104,2019-03-28 16:34:46,"Daimler AG испытывает на российском Дальнем Востоке грузовик с «вечным сцеплением»

Подробнее: https://drom.ru/s/RVD",1,0
859,131131,2019-03-28 20:51:03,"Блог УАЗ Патриот. С востока на юг: зимний перегон Патриота без «головы»
 
Читайте новый пост на сайте: https://drom.ru/s/Y55",1,0
858,131135,2019-03-28 22:13:09,"Подробно про мотоциклы URAL в Японии + обзор выставки Tokyo Motorcycle Show 2019
 
Смотрите новое видео на канале Drom Fun: https://drom.ru/s/FiB",1,0
857,131137,2019-03-28 23:09:51,"Авария на кольцевых гонках привела к тому, что болид лишился всех наружных кузовных панелей.",1,0
856,131171,2019-03-29 12:52:05,"Aurus будет участвовать в гонках «24 часа Ле Мана», уже построен болид

Подробнее: https://drom.ru/s/sKo",1,0
855,131175,2019-03-29 14:00:22,"Концепт KIA Mohave Masterpiece намекнул на второе поколение рамного внедорожника

Подробнее: https://drom.ru/s/Qh5",1,0
