id,remoteId,createdAt,text,pageId
7011,114660265281161_2136108806469620,"2019-03-03 13:59:24","Недавно мы публиковали видео из Сингапура, на котором из-за дорожного конфликта водитель грузовичка толкнул велосипедиста машиной на разделительную полосу. Вот еще одно видео из этой страны: здесь уже другие водитель грузовика и велосипедист не поделили дорогу, но в этот раз получил водитель. Похоже, у них там какая-то война.",1
7010,114660265281161_2136910936389407,"2019-03-04 03:32:43","Toyota Crown 2014 года: сколько пришлось копить на новый автомобиль, странный спортивный режим и почему внутренняя посадка внутри неудобная. 

Читайте новый отзыв от автовладельца: https://drom.ru/s/viQ",1
7009,114660265281161_2137034889710345,"2019-03-04 06:02:20","#объявадня 
Pontiac Firebird, 1997 год
1 000 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/FYp",1
7008,114660265281161_2137082436372257,"2019-03-04 07:05:25","Передний привод и бездорожье — бред. А если с электронными помощниками?

Новый тест-драйв уже на сайте: https://drom.ru/s/Nat",1
7007,114660265281161_2137196799694154,"2019-03-04 09:26:54","Chery опубликовала цены на кроссовер Tiggo 7 в России, правда, дорестайлинговый

Смотрите по ссылке: https://drom.ru/s/XjU",1
7006,114660265281161_2137266676353833,"2019-03-04 10:52:05","МВД хочет создать открытый реестр автомобилей

Подробнее: https://drom.ru/s/OTq",1
7005,114660265281161_2137414129672421,"2019-03-04 13:03:25","Ford и GM одновременно сняли с производства две массовые модели

Подробнее: https://drom.ru/s/b2s",1
7004,114660265281161_2137478499665984,"2019-03-04 13:59:24",ЖЕНЯ,1
7003,114660265281161_2138232549590579,"2019-03-05 02:31:54","Компания Джуджаро разработала суперкар для плохих дорог

Подробнее о новинке: https://drom.ru/s/FpI",1
7002,114660265281161_2138290102918157,"2019-03-05 03:38:12","Автомобили Volvo не смогут разгоняться свыше 180 км/ч

Подробнее: https://drom.ru/s/EwD",1
7001,114660265281161_2138332829580551,"2019-03-05 04:30:21","#объявадня 
Toyota Mark II, 1997 год
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/KhE",1
7000,114660265281161_2138382676242233,"2019-03-05 05:30:14","Skoda Kodiaq 2018 года: почему автор всё же выбрал семиместный кроссовер, а не недорогой B-класс, подробности о комплектации Active и 15 минусов Кодиака. 

Читайте новый отзыв от автовладельца: https://drom.ru/s/7Lf",1
6999,114660265281161_2138438679569966,"2019-03-05 06:35:05","Карлоса Гона выпустят на свободу. Пока временно

Подробнее: https://drom.ru/s/abz",1
6998,114660265281161_2138478072899360,"2019-03-05 07:30:25","Тестируем ОСАГО. Все те же «допы» и проблемы с электронным полисом. Но стало лучше

Читайте на сайте: https://drom.ru/s/eDk",1
6997,114660265281161_2138564239557410,"2019-03-05 09:29:35","В борьбе за титул автомобиля года в Европе Jaguar I-Pace едва не уступил Alpine A110

Подробнее: https://drom.ru/s/MQA",1
6996,114660265281161_2138824586198042,"2019-03-05 13:23:54","В Новой Зеландии водитель старенького заднеприводного седана Ford Falcon решил повыпендриваться на перекрёстке, но... Обязательно смотрите видео до конца.",1
6995,114660265281161_2139596879454146,"2019-03-06 02:22:24","Lamborghini привезла в Женеву самый мощный в истории Aventador SVJ Roadster

Подробнее: https://drom.ru/s/WjZ",1
6994,114660265281161_2139665386113962,"2019-03-06 03:37:32","Bugatti привезла в Женеву уникальный гиперкар с космическим ценником

Подробнее: https://drom.ru/s/DC7",1
6993,114660265281161_2139778022769365,"2019-03-06 05:28:43","Европейцам показали главное достижение русского автопрома

Подробнее: https://drom.ru/s/P41",1
6992,114660265281161_2139828562764311,"2019-03-06 06:32:24","Начинка гибридов и электромобилей: разбираем все детали

Читайте новую статью на сайте: https://drom.ru/s/Fh6",1
6991,114660265281161_2139940429419791,"2019-03-06 08:45:19","Reuters: два завода по производству Фордов закроются в России

Подробнее: https://drom.ru/s/Evk",1
6990,114660265281161_2140073952739772,"2019-03-06 11:17:46","CX-30 — новый глобальный кроссовер от Mazda

Все подробности о новинке: https://drom.ru/s/qcW",1
6989,114660265281161_2140121146068386,"2019-03-06 12:01:53","#объявадня 
Lexus LX570, 2012 год
4 150 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/wnX",1
6988,114660265281161_2140188649394969,"2019-03-06 13:06:05","Владивостокская таможня перестанет оформлять автомобили иногородних покупателей в конце марта

Подробнее: https://drom.ru/s/OoZ",1
6987,114660265281161_2140250716055429,"2019-03-06 13:59:29","В США прошли соревнования по триалу на монстр-траках. Нам эта культура, конечно, чужда, но посмотрите, что вытворял победитель этих соревнований в зачете «Фристайл» по имени Дизель Дейв.",1
6986,114660265281161_2140971902649977,"2019-03-07 02:55:23","Гиперкар Koenigsegg Jesko стал прижизненным памятником отцу основателя компании

Подробнее: https://drom.ru/s/KLd",1
6985,114660265281161_2141044112642756,"2019-03-07 04:26:22","Hyundai Sonata со сменой поколений кардинально сменила стиль

Подробнее: https://drom.ru/s/U24",1
6984,114660265281161_2141094782637689,"2019-03-07 05:30:22","Авторынок в феврале: внезапный спад

Читайте на сайте: https://drom.ru/s/Ogb",1
6983,114660265281161_2141147625965738,"2019-03-07 06:30:39","В Россию придёт всего 22 экземпляра Toyota Supra

Подробнее: https://drom.ru/s/DVn",1
6982,114660265281161_2141195399294294,"2019-03-07 07:30:21","Народное ретро. Nissan Laurel C33 1989 года. «Корчевать» или реставрировать…

Читать: https://drom.ru/s/jVG",1
6981,114660265281161_2141280949285739,"2019-03-07 09:23:04","Nissan Terrano 2018 года: три месяца активной эксплуатации, стоит  ли ездить на Террано в гололёд и при какой температуре автомобиль отказывается заводиться.

Читайте новый отзыв от автовладельца: https://drom.ru/s/4RQ",1
6980,114660265281161_2141563325924168,"2019-03-07 13:57:10","В гостях у «дяди Васи». Женщины и гаражный сервис — совместимы?

Читайте на сайте: https://drom.ru/s/q3E",1
6979,114660265281161_2141697665910734,"2019-03-07 16:01:17","В Харькове, Украина, не поделили дорогу... два трамвая. Да, бывает и такое.",1
6978,114660265281161_2142180129195821,"2019-03-08 00:45:32","Дорогие дамы! Аминистрация сайта drom.ru поздравляет вас с Международым женским днём! Желаем много любви, счастья, весеннего тепла и удачи на дороге!

И пусть, если вас и останавливают сотрудники ДПС, то только для того, чтобы признаться в любви.

С праздником!",1
6977,114660265281161_2142337955846705,"2019-03-08 03:44:33","Санкции угрожают проекту «ГАЗели-Next» с турбодизелем Volkswagen

Подробнее: https://drom.ru/s/BDm",1
6976,114660265281161_2143812115699289,"2019-03-09 05:04:04","#объявадня 
Mitsubishi Lancer Evolution, 2000 год 
3 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/oLe",1
6975,114660265281161_2144069789006855,"2019-03-09 10:14:23","Новейший Тойота Краун. Одна модель и три силовых агрегата на тест-драйве

Читайте на сайте: https://drom.ru/s/Mvi",1
6974,114660265281161_2144299718983862,"2019-03-09 13:51:43","Автопутешествие по Западной Украине на российских номерах

Читайте об этом автопутешествии по ссылке: https://drom.ru/s/4vz",1
6973,114660265281161_2145245552222612,"2019-03-10 07:14:18","Фоторепортаж: 28-я Олдтаймер-галерея в Москве

Смотрите все фото: https://drom.ru/s/ruj",1
6972,114660265281161_2145475302199637,"2019-03-10 11:40:56","#объявадня 
ЗАЗ Запорожец, 1987 год 
1 000 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/1Rz",1
6971,114660265281161_2145601028853731,"2019-03-10 13:47:24","Пешеход разыграл случайного водителя: во время перехода дороги он изобразил, что перешагивает через какое-то препятствие, чем немало озадачил автомобилиста.",1
6970,114660265281161_2146349415445559,"2019-03-11 04:25:24","Audi показала в Женеве закамуфлированный электрокар E-tron Sportback

Подробнее о новинке: https://drom.ru/s/6IP",1
6969,114660265281161_2146391042108063,"2019-03-11 05:32:04","Воспоминания о перегонах начала 2000-х

Читайте по ссылке: https://drom.ru/s/DNx",1
6968,114660265281161_2146428675437633,"2019-03-11 06:30:47","Сколько спортивных Вест продали за первый месяц?

Смотрите ответ: https://drom.ru/s/K5c",1
6967,114660265281161_2146482685432232,"2019-03-11 07:54:34","Топ-10 иномарок по скорости гниения

Смотрите список: https://drom.ru/s/isB",1
6966,114660265281161_2146595438754290,"2019-03-11 10:20:49","На загородной трассе под Владивостоком перевернулся ЗРПК «Панцирь-С»

Фото и подробности: https://drom.ru/s/Gtp",1
6965,114660265281161_2146722322074935,"2019-03-11 12:51:07","Кабриолет Volkswagen Beetle с автографом Путина передали на благотворительность

Подробнее: https://drom.ru/s/izD",1
6964,114660265281161_2146758732071294,"2019-03-11 13:30:20","Tesla опубликовала изображение кроссовера Model Y

Подробнее: https://drom.ru/s/EkJ",1
6963,114660265281161_2146791355401365,"2019-03-11 13:59:20","В Харькове водитель трамвая нашла действенный метод борьбы с зацеперами.",1
6962,114660265281161_2147430598670774,"2019-03-12 02:13:53","Tesla повышает стоимость своих автомобилей

Подробнее: https://drom.ru/s/6uS",1
6961,114660265281161_2147496468664187,"2019-03-12 03:40:35","Обновлённая Hyundai Elantra: начались продажи в России

Подробнее: https://drom.ru/s/u6G",1
6960,114660265281161_2147594598654374,"2019-03-12 05:58:35","Renault Duster для Индии обновят серьёзнее, чем для России

Подробнее: https://drom.ru/s/OZM",1
6959,114660265281161_2147658015314699,"2019-03-12 07:27:48","Новая Гранта Спорт: сроки и планы

Читайте на сайте: https://drom.ru/s/mOb",1
6958,114660265281161_2147714265309074,"2019-03-12 08:31:46","#объявадня 
Nissan 350Z, 2005 год
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/m5D",1
6957,114660265281161_2147834731963694,"2019-03-12 10:55:04","Как заработать на автомобиле: пять способов

Читайте по ссылке: https://drom.ru/s/vZ3",1
6956,114660265281161_2147946905285810,"2019-03-12 12:50:37","Acura обзаведется спортивным седаном и купеобразным кроссовером

Подробнее: https://drom.ru/s/BC8",1
6955,114660265281161_2148013695279131,"2019-03-12 13:51:32","Героическая буксировка автомобиля.",1
6954,114660265281161_2148747615205739,"2019-03-13 02:59:13","Чем Сердюков планировал заменить УАЗы в армии?

Смотрите фото редкого прототипа: https://drom.ru/s/2L0",1
6953,114660265281161_2148792975201203,"2019-03-13 04:01:22","Депутаты предлагают отменить транспортный налог. Опять

Подробнее: https://drom.ru/s/ogB",1
6952,114660265281161_2148859605194540,"2019-03-13 05:40:31","Ретротест VW Passat B2. Он всё ещё едет 120 км/ч!

Читайте на сайте: https://drom.ru/s/gdV",1
6951,114660265281161_2148909505189550,"2019-03-13 06:41:53","Mitsubishi Outlander 2018 года: почему этот автомобиль лучше Mazda СХ-4, советы по общению с автодилерами и как наживаются страховые компании при ремонте по ОСАГо.

Читайте новый отзыв от автовладельца: https://drom.ru/s/MII",1
6950,114660265281161_2148948808518953,"2019-03-13 07:24:14","Сверхдлинные фургоны и микроавтобусы «ГАЗель Next» появилась в продаже

Цены, фото и подробности: https://drom.ru/s/k2a",1
6949,114660265281161_2149002098513624,"2019-03-13 08:31:40","Русские мотоциклы УРАЛ в Японии: кто их покупает и сколько они стоят?

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/kFk",1
6948,114660265281161_2149053578508476,"2019-03-13 09:30:17","#объявадня 
BMW M2, 2016 год 
2 900 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Zpe",1
6947,114660265281161_2149277111819456,"2019-03-13 13:30:35","Камера наружного наблюдения на одной из набережной в Китае запечатлела, как автомобиль удрал от хозяина, чтобы хорошенько помыться.",1
6946,114660265281161_2149775391769628,"2019-03-14 03:33:20","Это фиаско: Infiniti покидает рынки стран Западной Европы

Подробнее: https://drom.ru/s/Owv",1
6945,114660265281161_2149823815098119,"2019-03-14 04:34:33","Toyota привезла в Россию внедорожники Land Cruiser 200 и Land Cruiser Prado в тюнинге TRD

Подробнее: https://drom.ru/s/pCM",1
6944,114660265281161_2149861851760982,"2019-03-14 05:23:13","Всем старым машинам без ведома владельца присвоят экологический класс

Подробнее: https://drom.ru/s/bgA",1
6943,114660265281161_2149888625091638,"2019-03-14 06:01:49","У нового Chevrolet Corvette C8 под нагрузкой ведёт кузов

Подробнее: https://drom.ru/s/5Wj",1
6942,114660265281161_2149932598420574,"2019-03-14 07:02:18","В Калуге наладят производство турбомоторов Volkswagen

Подробнее: https://drom.ru/s/Wkf",1
6941,114660265281161_2149975638416270,"2019-03-14 08:01:40","В поисках идеального кроссовера: Forester, X-Trail, Tucson

Читайте на сайте: https://drom.ru/s/pD4",1
6940,114660265281161_2150027178411116,"2019-03-14 09:02:09","Mazda готовит сюрприз фанатам роторных двигателей

Подробнее: https://drom.ru/s/i7x",1
6939,114660265281161_2150073758406458,"2019-03-14 10:01:18","#объявадня 
BMW i8, 2016 год 
4 890 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/fLi",1
6938,114660265281161_2151318424948658,"2019-03-15 03:46:33","Opel рассказал, какие модели будет предлагать в России после возвращения

Подробнее: https://drom.ru/s/JPf",1
6937,114660265281161_2151368231610344,"2019-03-15 04:45:34","ГАЗ знакомит дилеров с новым «Садко» Next. Скоро серия

Подробнее: https://drom.ru/s/STM",1
6936,114660265281161_2151434721603695,"2019-03-15 05:58:25","Новая Tesla Model Y: линейка Теслы стала SEXY

Все подробности о новинке: https://drom.ru/s/7Kx",1
6935,114660265281161_2151444138269420,"2019-03-15 06:11:15","Архангельск, Россия. Водитель машины, из которой сделана съемка, не скупится на выражения, но, в общем, его понять можно.",1
6934,114660265281161_2151537448260089,"2019-03-15 08:01:32","Блог Лада Веста Кросс. Не дождавшись ремонта после ДТП, попали в новое :-( 

Читайте новый пост на сайте: https://drom.ru/s/WL2",1
6933,114660265281161_2151587791588388,"2019-03-15 09:02:07","Skoda Kodiaq 2018 года: минусы конкурентов, выбор комплектации и почему система экстренного торможения может сыграть злую шутку.

Читайте новый отзыв от автовладельца: https://drom.ru/s/V4Y",1
6932,114660265281161_2151641241583043,"2019-03-15 10:01:32","#объявадня 
Mercedes-Benz W140 S500 Guard, 1997 год 
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Awf",1
6931,114660265281161_2152823968131437,"2019-03-16 05:44:04","СМИ: под брендом Aurus выпустят ещё и вертолет

Подробнее: https://drom.ru/s/vBd",1
6930,114660265281161_2152859191461248,"2019-03-16 06:30:20","Турбированная версия Geely Atlas стоит меньше 1,5 млн рублей

Подробнее: https://drom.ru/s/USP",1
6929,114660265281161_2152915891455578,"2019-03-16 07:31:18","Топ-30 бестселлеров на крупнейших автомобильных рынках планеты

Смотрите список: https://drom.ru/s/J89",1
6928,114660265281161_2153018684778632,"2019-03-16 09:37:23","Подсчитано количество «праворулек» в России

Смотрите ответ по ссылке: https://drom.ru/s/JJ1",1
6927,114660265281161_2154380157975818,"2019-03-17 08:37:00","Немцы о Ладе 4х4 Урбан: «двойка с минусом», но...

Читайте на сайте: https://drom.ru/s/0xp",1
6926,114660265281161_2154572591289908,"2019-03-17 11:57:53","Функция открытия багажника с ноги в немецкой и советской машинах.",1
6925,114660265281161_2155543907859443,"2019-03-18 03:28:18","В Москве открылся ещё один автомобильный музей

Все фото смотрите по ссылке: https://drom.ru/s/EWg",1
6924,114660265281161_2155591901187977,"2019-03-18 04:30:16","Лада Веста Кросс 2018 года: история покупки автомобиля для отца, проблемы с резиной в межсезонье и почему выбор машины похож на выбор жены.

Читайте новый отзыв от автовладельца: https://drom.ru/s/TMk",1
6923,114660265281161_2155663427847491,"2019-03-18 06:02:22","Зачем покупать английский кроссовер, а не японский внедорожник? Тестируем новый Evoque

Читайте по ссылке: https://drom.ru/s/chN",1
6922,114660265281161_2155779711169196,"2019-03-18 08:17:20","Росгвардия испытывает Весты с тепловизорами

Подробнее: https://drom.ru/s/y6I",1
6921,114660265281161_2155837964496704,"2019-03-18 09:30:00","В России подсчитали количество электромобилей

Ответ смотрите по ссылке: https://drom.ru/s/PfZ",1
6920,114660265281161_2155946021152565,"2019-03-18 11:27:10","Эксклюзив: план производства Lada Vesta на весь текущий год

Читайте на сайте: https://drom.ru/s/oft",1
6919,114660265281161_2156123861134781,"2019-03-18 14:12:10","Ещё один способ оперирования крышкой багажника ногой. На сей раз — более изящный, но и машина более современная — Веста.",1
6918,114660265281161_2156840427729791,"2019-03-19 02:18:28","ГЛОНАСС всё-таки следит: в России создадут систему «Автодата»

Подробнее: https://drom.ru/s/6pH",1
6917,114660265281161_2156892374391263,"2019-03-19 03:16:18","Nissan Leaf стал первым электромобилем, преодолевшим рубеж в 400 000 экземпляров

Подробнее: https://drom.ru/s/drV",1
6916,114660265281161_2156985471048620,"2019-03-19 05:07:19","Nissan раскрыл цены обновлённого кроссовера Qashqai для России

Подробности по ссылке: https://drom.ru/s/Asn",1
6915,114660265281161_2157035257710308,"2019-03-19 06:05:38","#объявадня 
Chrysler New Yorker, 1956 год 
2 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/TOO",1
6914,114660265281161_2157087774371723,"2019-03-19 07:11:19","На платных трассах в России стали часто сбивать шлагбаумы. «Автодор» грозит лишением прав

Подробнее: https://drom.ru/s/6NT",1
6913,114660265281161_2157406877673146,"2019-03-19 12:43:39","12 типично женских ошибок за рулем

Читать: https://drom.ru/s/Acy",1
6912,114660265281161_2158322564248244,"2019-03-20 04:51:19","Объявлены цены обновлённого седана Subaru Legacy

Подробнее: https://drom.ru/s/dFE",1
6911,114660265281161_2158377337576100,"2019-03-20 06:02:52","Из «ГАЗели» Next сделали вездеход за 3,2 млн рублей

Подробнее об этом авто: https://drom.ru/s/nzK",1
6910,114660265281161_2158428140904353,"2019-03-20 07:10:59","Honda Accord седьмого (CL/CM) и восьмого (CU/CW) поколений, 2002–2013 гг. Звучать по-своему!

Читайте на сайте: https://drom.ru/s/poS",1
6909,114660265281161_2158495800897587,"2019-03-20 08:35:09","МВД предложило оснастить автобусы трёхточечными ремнями безопасности

Подробнее: https://drom.ru/s/Ywt",1
6908,114660265281161_2158600007553833,"2019-03-20 10:20:52","В России хотят запретить продажу топлива класса ниже «Евро-5»

Подробнее: https://drom.ru/s/ifG",1
6907,114660265281161_2158703447543489,"2019-03-20 12:04:31","Трамвай в Токио — как это работает

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/Isn",1
6906,114660265281161_2158767150870452,"2019-03-20 13:01:21","«После ДТП уехал своим ходом», — довольно распространенная формулировка при описании состояния автомобиля, пострадавшего в аварии. Однако «уехал своим ходом» вовсе не означает его хорошей сохранности.",1
6905,114660265281161_2159999484080552,"2019-03-21 10:08:31","Skoda Karoq будут выпускать в России. Где и когда?

 Есть ответ: https://drom.ru/s/Fwm",1
6904,114660265281161_2160071257406708,"2019-03-21 11:24:11","Босс Cadillac обещает защищать новый мотор V8 от других брендов GM ценой собственной жизни

Подробнее: https://drom.ru/s/vZb",1
6903,114660265281161_2160138700733297,"2019-03-21 12:26:58","Правительство хочет отказаться от контроля цен на бензин. Когда ждать подорожания?

Отвечаем: https://drom.ru/s/862",1
6902,114660265281161_2160203617393472,"2019-03-21 13:27:10","Минэкономики предложило ослабить требования по локализации в автопроме

Подробнее: https://drom.ru/s/Kk7",1
6901,114660265281161_2161464757267358,"2019-03-22 10:29:38","Самые крутые авторынки России: репортаж из Грозного

Читайте на сайте: https://drom.ru/s/o5u",1
6900,114660265281161_2161543153926185,"2019-03-22 11:37:59","Австрийцы назвали Lada Vesta SW победителем конкурса экономичности

Подробнее: https://drom.ru/s/oXO",1
6899,114660265281161_2161588540588313,"2019-03-22 12:18:48","Китайцы разработали водородный автомобиль с запасом хода 1000 км

Подробнее: https://drom.ru/s/46d",1
6898,114660265281161_2162690197144814,"2019-03-23 06:25:40","В России появился Haval H9 в новой комплектации. Он дороже, чем Toyota Prado

Подробнее: https://drom.ru/s/NYA",1
6897,114660265281161_2162720213808479,"2019-03-23 07:02:47","Купеобразный кроссовер Porsche Cayenne Coupe стал ответом на BMW X6

Подробнее: https://drom.ru/s/DZv",1
6896,114660265281161_2164045640342603,"2019-03-24 05:33:27","Самодельные автомобили в СССР: как и почему их появилось так много?

Читайте на сайте: https://drom.ru/s/5ww",1
6895,114660265281161_2164121103668390,"2019-03-24 07:02:41","В Японии нашли старый украинский ЛуАЗ

Подробнее: https://drom.ru/s/4ZY",1
6894,114660265281161_2164204350326732,"2019-03-24 08:43:06","Land Rover наконец-то засудил китайских «копипастеров»

Подробнее: https://drom.ru/s/mlR",1
6893,114660265281161_2164351706978663,"2019-03-24 11:20:57","Обновлённый гибрид BMW X1 удивит приличным запасом хода на электротяге

Подробнее: https://drom.ru/s/iz7",1
6892,114660265281161_2164458530301314,"2019-03-24 13:04:47","Механик в автомастерской решил разыграть своего коллегу; это первый после многочасового ремонта запуск двигателя.",1
6891,114660265281161_2165319113548589,"2019-03-25 03:48:38","Грузия. Сочиняя мечты

Читайте новые заметки о путешествии: https://drom.ru/s/OPX",1
6890,114660265281161_2165376300209537,"2019-03-25 05:01:17","#объявадня 
Toyota Mark II, 1995 год 
1 550 550 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/qRH",1
6889,114660265281161_2165429126870921,"2019-03-25 06:09:37","Обновлённый Nissan Qashqai. За что два миллиона?

Новый тест-драйв по ссылке: https://drom.ru/s/SH6",1
6888,114660265281161_2165474210199746,"2019-03-25 07:11:19","За скрутку пробега предложили сажать в тюрьму

Подробнее: https://drom.ru/s/NX9",1
6887,114660265281161_2165681260179041,"2019-03-25 11:21:39","Volkswagen представил первые автомобили своего нового бренда Jetta

Подробнее: https://drom.ru/s/ND7",1
6886,114660265281161_2165760010171166,"2019-03-25 12:35:52","Транспортный налог предложили привязать к массе автомобиля

Подробнее: https://drom.ru/s/5ln",1
6885,114660265281161_2165850226828811,"2019-03-25 13:27:32","Лыжи, мотор и пропеллер — необычный способ передвижения в зимних условиях Салехарда.",1
6884,114660265281161_2166707966743037,"2019-03-26 04:01:20","План доработок Lada 4x4 («Нива») попал в СМИ 

Список изменений ищите на сайте: https://drom.ru/s/Vut",1
6883,114660265281161_2166760363404464,"2019-03-26 05:02:17","Немец полвека ждёт от BMW извинений за дефектную окраску его машины

Подробнее: https://drom.ru/s/ER4",1
6882,114660265281161_2166836800063487,"2019-03-26 06:38:18","Mazda представила обновлённый кроссовер CX-9 в России: дешевле предшественника

Подробнее: https://drom.ru/s/6aT",1
6881,114660265281161_2166928606720973,"2019-03-26 08:31:36","Изысканный и элегантный: GM опубликовал фото нового Buick LaCrosse

Все фото: https://drom.ru/s/7E2",1
6880,114660265281161_2166993786714455,"2019-03-26 09:47:09","Тестируем Mazda CX-9. Фейслифтинг без фейслифтинга

Читайте на сайте: https://drom.ru/s/jDX",1
6879,114660265281161_2167052290041938,"2019-03-26 10:45:00","Новая гоночная модель Ferrari P80/C создана в единственном экземпляре

Подробнее об этом автомобиле: https://drom.ru/s/mDF",1
6878,114660265281161_2167149183365582,"2019-03-26 12:14:07","Toyota начала серийное производство новой Супры

Подробнее: https://drom.ru/s/g3P",1
6877,114660265281161_2167309916682842,"2019-03-26 14:20:02","Север России: белый медведь перебегает дорогу-зимник словно заурядная кошка.",1
6876,114660265281161_2168169079930259,"2019-03-27 02:30:57","СМИ: легковые Ford прекратят выпускать в России летом

Подробнее: https://drom.ru/s/MAn",1
6875,114660265281161_2168264119920755,"2019-03-27 04:07:58","СПИК «АвтоВАЗа» предусматривает выпуск 26 новых моделей

Подробнее: https://drom.ru/s/l5g",1
6874,114660265281161_2168310283249472,"2019-03-27 05:01:20","Toyota, Lamborghini и Michelin не хотят видеть русский Aurus в Европе

Подробнее о ситуации: https://drom.ru/s/p0q",1
6873,114660265281161_2168387176575116,"2019-03-27 06:31:58","Kia Stinger 2018 года: выбор и особенности комплектации “Prestige“, оценка эксплуатации по десятибалльный шкале и почему Стингер является однозначным прорывом для Кореи.

Читайте новый отзыв от автовладельца: https://drom.ru/s/TEB",1
6872,114660265281161_2168436119903555,"2019-03-27 07:25:57","Audi готовит серьёзного конкурента топ-версии Tesla Model 3

Подробнее: https://drom.ru/s/jZL",1
6871,114660265281161_2168657156548118,"2019-03-27 11:18:59","«Зверь» Путина, или Кремль на колёсах. Что пишут про Aurus на Западе?

Читайте на сайте: https://drom.ru/s/hco",1
6870,114660265281161_2168802989866868,"2019-03-27 13:34:34","Что такое мастерство — демонстрирует оператор экскаватора.",1
6869,114660265281161_2169625763117924,"2019-03-28 02:49:07","Mitsubishi представила брутальную версию L200 (в духе Ford Raptor)

Подробнее: https://drom.ru/s/cfm",1
6868,114660265281161_2169672899779877,"2019-03-28 03:37:36","Chevrolet Niva: в преддверии фейслифтинга?

Подробнее по ссылке: https://drom.ru/s/2YA",1
6867,114660265281161_2169717106442123,"2019-03-28 04:30:09","СМИ: НАМИ построил парадные кабриолеты марки Aurus

Подробнее: https://drom.ru/s/rjD",1
6866,114660265281161_2169786856435148,"2019-03-28 05:33:59","Jeep Grand Cherokee 2017 года: диковинный для российского жителя автомобиль, плюсы и минусы интерьера и почему это авто нельзя сравнивать с Тойотой Ленд Крузер.

Читайте новый отзыв от автовладельца: https://drom.ru/s/znh",1
